Seed,Dataset,Model,HyperOpt params
4,connect-4,xgb,"{'lambda': '0.1585', 'gamma': '0.0004', 'subsample': '0.7411', 'colsample_bytree': '0.5755', 'max_depth': '11.0000', 'eta': '0.0276', 'scale_pos_weight': '3.1127'}"
4,connect-4,xgb,"{'lambda': '0.0000', 'gamma': '0.1028', 'subsample': '0.7575', 'colsample_bytree': '0.5658', 'max_depth': '11.0000', 'eta': '0.0063', 'scale_pos_weight': '2.0664'}"
5,connect-4,xgb,"{'lambda': '0.0028', 'gamma': '0.0000', 'subsample': '0.6262', 'colsample_bytree': '0.6694', 'max_depth': '11.0000', 'eta': '0.0021', 'scale_pos_weight': '1.8212'}"
5,connect-4,xgb,"{'lambda': '0.0030', 'gamma': '0.0864', 'subsample': '0.7525', 'colsample_bytree': '0.9220', 'max_depth': '11.0000', 'eta': '0.0040', 'scale_pos_weight': '2.2965'}"
3,jannis,xgb,"{'lambda': '0.6353', 'gamma': '0.4959', 'subsample': '0.7622', 'colsample_bytree': '0.6708', 'max_depth': '5.0000', 'eta': '0.0120', 'scale_pos_weight': '5.7311'}"
5,jannis,xgb,"{'lambda': '0.0000', 'gamma': '0.9649', 'subsample': '0.7395', 'colsample_bytree': '0.7343', 'max_depth': '11.0000', 'eta': '0.0041', 'scale_pos_weight': '4.2382'}"
4,jannis,xgb,"{'lambda': '0.0000', 'gamma': '0.8614', 'subsample': '0.8465', 'colsample_bytree': '0.9991', 'max_depth': '9.0000', 'eta': '0.0012', 'scale_pos_weight': '1.2691'}"
3,connect-4,xgb,"{'lambda': '0.0203', 'gamma': '0.0031', 'subsample': '0.7666', 'colsample_bytree': '0.5642', 'max_depth': '11.0000', 'eta': '0.0155', 'scale_pos_weight': '3.0689'}"
4,jannis,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7615', 'colsample_bytree': '0.8760', 'max_depth': '5.0000', 'eta': '0.0028', 'scale_pos_weight': '7.8419'}"
3,jannis,xgb,"{'lambda': '0.0000', 'gamma': '0.0000', 'subsample': '0.7470', 'colsample_bytree': '0.8864', 'max_depth': '7.0000', 'eta': '0.0011', 'scale_pos_weight': '1.0646'}"
5,jannis,xgb,"{'lambda': '0.0000', 'gamma': '0.9796', 'subsample': '0.8276', 'colsample_bytree': '0.7490', 'max_depth': '9.0000', 'eta': '0.0040', 'scale_pos_weight': '7.7665'}"
5,connect-4,xgb,"{'lambda': '0.0000', 'gamma': '0.0093', 'subsample': '0.7579', 'colsample_bytree': '0.6769', 'max_depth': '11.0000', 'eta': '0.0196', 'scale_pos_weight': '1.1262'}"
5,connect-4,xgb,"{'lambda': '0.0004', 'gamma': '0.1704', 'subsample': '0.6343', 'colsample_bytree': '0.6947', 'max_depth': '11.0000', 'eta': '0.0256', 'scale_pos_weight': '3.4967'}"
